Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,National test,engelsk,51,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,National test,lesing,48,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,National test,lesing,54,1.8,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,National test,regning,47,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,National test,regning,53,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,National test,engelsk,50,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,National test,lesing,48,1.4,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,National test,lesing,53,1.8,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,National test,regning,47,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,National test,regning,52,1.6,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,National test,engelsk,50,1.5,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,,Teacher ratio,Teacher ratio,18.58,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,,Teacher ratio,Teacher ratio,19.97,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,,Teacher ratio,Teacher ratio,19.32,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,,Teacher ratio,Teacher ratio,17.88,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,,Grade 10 points,Grade 10 points,39.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,,Grade 10 points,Grade 10 points,39.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,,Grade 10 points,Grade 10 points,41.6,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,,Grade 10 points,Grade 10 points,40.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,stotteHjemmefra,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,elevdemokrati,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,10,Survey,utdanningOgYrkesveiledning,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,trivsel,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,motivasjon,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,mestring,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,stotteFraLarerne,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,vurderingForLaring,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,laringskultur,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,fagligUtfordring,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,stotteHjemmefra,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,elevdemokrati,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,fellesRegler,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,9,Survey,utdanningOgYrkesveiledning,,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2025-26,8,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,motivasjon,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,stotteFraLarerne,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,vurderingForLaring,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,elevdemokrati,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,fellesRegler,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,10,Survey,utdanningOgYrkesveiledning,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,motivasjon,3.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,stotteFraLarerne,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,laringskultur,3.6,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,elevdemokrati,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,fellesRegler,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,9,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,motivasjon,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,vurderingForLaring,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,elevdemokrati,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2024-25,8,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,motivasjon,3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,mestring,3.6,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,stotteFraLarerne,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,vurderingForLaring,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,laringskultur,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,elevdemokrati,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,10,Survey,utdanningOgYrkesveiledning,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,trivsel,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,motivasjon,3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,stotteFraLarerne,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,vurderingForLaring,3.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,laringskultur,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,elevdemokrati,3.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,fellesRegler,3.8,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,9,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2023-24,8,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,vurderingForLaring,3.4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,fagligUtfordring,4.4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,10,Survey,utdanningOgYrkesveiledning,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,motivasjon,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,elevdemokrati,3.2,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,9,Survey,utdanningOgYrkesveiledning,3.9,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,8,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
Sandnes,Øygard ungdomsskole,974610922,2022-23,8,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/974610922/oygard-ungdomsskole
