Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Stavanger,Kristen friskole AS,998211794,2022-23,5,National test,regning,52,4.1,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,5,National test,engelsk,46,4.4,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,National test,lesing,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,National test,lesing,53,3.2,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,National test,regning,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,National test,regning,52,3.2,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,National test,engelsk,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,5,National test,lesing,52,3,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,5,National test,regning,51,4.4,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,5,National test,engelsk,48,4.1,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,National test,lesing,53,2.1,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,National test,lesing,57,3.6,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,National test,regning,51,3.2,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,National test,regning,55,4.6,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,National test,engelsk,53,2.9,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,5,National test,lesing,47,3.3,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,5,National test,regning,48,4.6,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,5,National test,engelsk,47,4,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,8,National test,lesing,52,2.5,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,9,National test,lesing,55,3,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,8,National test,regning,49,2.5,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,9,National test,regning,53,3.4,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,8,National test,engelsk,53,2.5,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,5,National test,lesing,52,3.4,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,5,National test,regning,52,3.1,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,5,National test,engelsk,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,,Teacher ratio,Teacher ratio,15.87,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,,Teacher ratio,Teacher ratio,17.99,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,,Teacher ratio,Teacher ratio,17.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,,Teacher ratio,Teacher ratio,18.52,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,,Grade 10 points,Grade 10 points,49.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,,Grade 10 points,Grade 10 points,46.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,,Grade 10 points,Grade 10 points,46.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2025-26,,Grade 10 points,Grade 10 points,48.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,trivsel,4.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,vurderingForLaring,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,fagligUtfordring,4.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,stotteHjemmefra,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,elevdemokrati,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,utdanningOgYrkesveiledning,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,trivsel,4.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,motivasjon,3.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,utdanningOgYrkesveiledning,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,trivsel,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,motivasjon,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,stotteFraLarerne,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,vurderingForLaring,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,laringskultur,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,fagligUtfordring,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,stotteHjemmefra,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,elevdemokrati,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,fellesRegler,,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,trivsel,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,stotteFraLarerne,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,vurderingForLaring,3.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,laringskultur,3.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,fagligUtfordring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,elevdemokrati,3.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,laringskultur,4.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,fagligUtfordring,4.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,elevdemokrati,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,motivasjon,2.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,mestring,3.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,stotteFraLarerne,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,vurderingForLaring,3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,laringskultur,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,stotteHjemmefra,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,elevdemokrati,3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,fellesRegler,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,utdanningOgYrkesveiledning,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,trivsel,4.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,laringskultur,3.6,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,fagligUtfordring,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,fellesRegler,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,motivasjon,3.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,mestring,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,stotteFraLarerne,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,vurderingForLaring,3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,stotteHjemmefra,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,elevdemokrati,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,fellesRegler,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,utdanningOgYrkesveiledning,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,mestring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,vurderingForLaring,3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,fagligUtfordring,4.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,stotteHjemmefra,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,elevdemokrati,3.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,utdanningOgYrkesveiledning,3.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,mestring,3.8,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,vurderingForLaring,3.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,laringskultur,3.5,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,fagligUtfordring,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,stotteHjemmefra,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,elevdemokrati,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,fagligUtfordring,3.4,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,stotteHjemmefra,3.9,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,fellesRegler,4.1,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2024-25,7,Survey,Bullying percent,32,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,9,Survey,Bullying percent,26.3,,False,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2023-24,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,10,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,9,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,8,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristen friskole AS,998211794,2022-23,7,Survey,Bullying percent,,,True,https://skoleoversikten.no/skoler/998211794/kristen-friskole-as
Stavanger,Kristianslyst skole,974611651,2022-23,8,National test,lesing,53,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,9,National test,lesing,56,1.7,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,8,National test,regning,53,1.6,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,9,National test,regning,57,1.7,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2022-23,8,National test,engelsk,53,1.4,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,National test,lesing,50,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,National test,lesing,56,1.6,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,National test,regning,52,1.6,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,9,National test,regning,58,1.6,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2023-24,8,National test,engelsk,52,1.4,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,National test,lesing,51,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,National test,lesing,54,1.4,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,National test,regning,49,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,9,National test,regning,55,1.6,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
Stavanger,Kristianslyst skole,974611651,2024-25,8,National test,engelsk,52,1.5,False,https://skoleoversikten.no/skoler/974611651/kristianslyst-skole
